"","idpub","X","gwiiq_bm","edfa57q","edmo57q","bmpin1","ocsf57","ocpf57","incg400","incg250","relfml","res57","hsdm57","edfa57q.miss","edmo57q.miss","bmpin1.miss","ocsf57.miss","ocpf57.miss","res57Dic","edfa57q.NoNA","edmo57q.NoNA","bmpin1.NoNA","ocsf57.NoNA","ocpf57.NoNA","strata","yrwg74i1","milty","bkxrl3","ru028re","gu028re","mx013rer","mx015rer","ixt07rer","ixt08rer","edeqyr","yrer74i1","rp001rei1","religion","urban","school","yrwg74"
"2577",919716,2577,86,13,7,24,31,64,FALSE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,7,24,31,64,8,110,1,4,186,75,NA,NA,3,-2,12,125,50000,"Catholic","Rural","Public",110
"2578",919718,2578,104,7,10,47,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,47,14,53,83,80,0,2,-2,-2,2,1,3,-2,12,140.209991455078,26488,"Other","Rural","Public",80
"2579",919725,2579,107,7,10,26,14,53,FALSE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,26,14,53,83,105,0,3,-2,31,-2,-2,-2,-2,12,105,38000,"Catholic","Rural","Public",105
"2580",919729,2580,123,14,16,139,33,65,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,16,139,33,65,60,180,0,1,30,30,-2,-2,-2,-2,17,180,70000,"Catholic","Rural","Public",180
"2581",919731,2581,103,7,NA,101,44,69,FALSE,FALSE,FALSE,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7,10.7198339032731,101,44,69,40,175,0,1,56,31,2,2,3,-2,14,175,75000,"Other","Urban","Public",175
"2582",919736,2582,129,16,NA,NA,NA,NA,FALSE,FALSE,TRUE,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,16,10.7198339032731,62.953509995351,30.2687787429739,60.4144098109351,31,100,1,1,24,10,2,2,3,-2,12,100,26000,"Catholic","Rural","Public",100
"2583",919759,2583,109,12,16,54,NA,NA,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,12,16,54,30.2687787429739,60.4144098109351,86,130,1,2,-2,NA,-2,-2,NA,NA,17,130,50000,"Other","Rural","Public",130
"2584",919796,2584,107,12,7,22,14,53,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,7,22,14,53,68,0,1,1,60,30,-2,-2,-2,-2,12,15,16000,"Other","Rural","Public",0
"2585",919808,2585,109,7,7,NA,NA,NA,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,7,7,62.953509995351,30.2687787429739,60.4144098109351,3,150,1,1,-2,8,-2,-2,-2,-2,17,150,45000,"Catholic","Urban","Catholic",150
"2586",919821,2586,96,14,14,62,49,70,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,14,62,49,70,178,97,0,4,-2,NA,NA,NA,NA,NA,12,97,0,"Other","Rural","Public",97
"2587",919833,2587,115,12,12,12,47,70,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,12,47,70,17,300,1,2,15,36,2,1,3,-2,20,340,230000,"Catholic","Urban","Catholic",300
"2588",919834,2588,113,13,12,50,NA,NA,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,13,12,50,30.2687787429739,60.4144098109351,2,120,0,1,30,30,-2,-2,-2,-2,12,120,65000,"Other","Rural","Public",120
"2589",919836,2589,79,7,12,15,6,41,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,15,6,41,111,200,1,4,-2,-5,NA,NA,NA,NA,12,200,35000,"Other","Rural","Public",200
"2590",919844,2590,118,12,10,59,19,58,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,10,59,19,58,57,220,1,3,NA,-2,NA,NA,NA,NA,15,220,NA,"Other","Rural","Public",220
"2591",919851,2591,99,16,16,147,96,93,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,16,147,96,93,93,298.8699951,1,6,NA,NA,NA,NA,NA,NA,17,307.149993896484,NA,"Catholic","Urban","Catholic",NA
"2592",919854,2592,96,10,7,NA,NA,NA,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,10,7,62.953509995351,30.2687787429739,60.4144098109351,171,NA,1,-3,4,54,2,3,3,-2,17,NA,74504,"Catholic","Rural","Public",NA
"2593",919855,2593,93,7,10,68,41,68,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,10,68,41,68,109,150,1,4,-2,-2,-2,-2,NA,NA,12,150,0,"Other","Urban","Public",150
"2594",919866,2594,87,7,7,53,22,60,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,53,22,60,113,100,0,3,1,2,1,1,3,-2,12,100,35000,"Other","Rural","Public",100
"2595",919867,2595,88,10,12,91,33,65,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,12,91,33,65,11,167,1,3,-2,NA,1,1,NA,NA,12,167,48000,"Catholic","Urban","Catholic",167
"2596",919878,2596,97,10,10,NA,NA,NA,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,10,10,62.953509995351,30.2687787429739,60.4144098109351,171,130,0,2,-2,NA,2,2,NA,NA,12,130,42000,"Other","Rural","Public",130
"2597",919882,2597,77,7,12,55,9,47,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,55,9,47,144,185,0,1,20,30,1,0,1,0.5,12,185,27000,"Other","Rural","Public",185
"2598",919894,2598,109,10,7,77,58,73,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,7,77,58,73,103,170,1,4,45,NA,2,1,NA,NA,12,170,60000,"Other","Urban","Public",170
"2599",919907,2599,96,7,7,54,6,41,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,54,6,41,58,102,0,1,-2,NA,-2,-2,3,-2,16,102,35000,"Other","Rural","Public",102
"2600",919909,2600,133,14,12,48,44,69,FALSE,FALSE,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,12,48,44,69,78,165,1,3,14,45,2,1,3,-2,17,165,52000,"Catholic","Rural","Catholic",165
"2601",919928,2601,94,10,10,33,16,56,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,10,33,16,56,20,87,0,4,24,NA,2,1,NA,NA,12,87,30000,"Other","Urban","Public",87
"2602",919930,2602,109,16,16,38,92,89,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,16,38,92,89,166,168,0,4,12,NA,NA,NA,3,-2,12,168,80000,"Other","Rural","Public",168
"2603",919943,2603,78,NA,NA,51,24,61,FALSE,FALSE,FALSE,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,10.4034575115656,10.7198339032731,51,24,61,164,123,1,1,NA,NA,NA,NA,NA,NA,12,123,NA,"Other","Urban","Public",123
"2604",919957,2604,109,12,10,48,44,69,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,10,48,44,69,42,100,1,1,-1,30,2,3,3,-2,15,260,26375,"Other","Rural","Public",100
"2605",919969,2605,104,14,14,21,7,44,FALSE,FALSE,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,14,21,7,44,105,240,0,1,-2,60,2,1,NA,NA,16,240,245000,"Catholic","Urban","Catholic",240
"2606",919970,2606,106,16,12,50,44,69,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,12,50,44,69,92,110,1,2,-2,NA,1,2,1,1,12,110,37000,"Catholic","Rural","Public",110
"2607",919976,2607,112,12,12,9,6,41,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,9,6,41,17,156,0,2,NA,NA,NA,NA,NA,NA,15,156,NA,"Other","Rural","Public",156
"2608",919982,2608,113,7,7,33,14,53,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,33,14,53,176,170,1,2,NA,NA,NA,NA,NA,NA,12,170,NA,"Other","Rural","Public",170
"2609",919988,2609,133,12,12,47,4,36,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,47,4,36,110,20,0,1,-2,-2,NA,NA,NA,NA,14,80,25000,"Catholic","Rural","Public",20
"2610",920012,2610,99,7,12,47,NA,NA,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,7,12,47,30.2687787429739,60.4144098109351,161,140,0,4,NA,NA,NA,NA,NA,NA,12,140,NA,"Other","Rural","Public",140
"2611",920020,2611,87,7,7,54,15,54,FALSE,FALSE,TRUE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,54,15,54,113,110,1,1,3,20,-2,-2,-2,-2,12,110,24000,"Catholic","Urban","Public",110
"2612",920029,2612,92,7,7,72,14,53,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,72,14,53,115,100,1,1,1,6,-2,-2,-2,-2,12,100,38000,"Catholic","Rural","Public",100
"2613",920035,2613,85,7,10,47,22,60,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,47,22,60,24,0,0,4,-2,-2,2,1,-2,-2,12,30,20000,"Other","Rural","Public",0
"2614",920037,2614,96,12,12,31,44,69,FALSE,FALSE,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,31,44,69,46,200,0,1,-2,NA,NA,NA,NA,NA,12,200,45000,"Catholic","Rural","Catholic",200
"2615",920041,2615,133,16,10,112,34,66,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,10,112,34,66,85,148,1,2,-2,-2,2,1,3,-2,12,148,54000,"Other","Rural","Public",148
"2616",920047,2616,112,14,10,29,37,67,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,10,29,37,67,42,76.91000366,1,4,-2,30,NA,NA,3,-2,12,476.989990234375,8297,"Catholic","Rural","Public",0
"2617",920049,2617,109,7,12,43,16,55,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,12,43,16,55,145,155,0,2,20,10,1,1,1,1,12,155,39000,"Catholic","Urban","Catholic",155
"2618",920053,2618,109,18,16,206,NA,NA,FALSE,FALSE,TRUE,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,18,16,206,30.2687787429739,60.4144098109351,86,340,0,1,-2,NA,NA,NA,NA,NA,17,380,138968,"Catholic","Rural","Catholic",340
"2619",920060,2619,81,NA,NA,32,14,53,FALSE,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10.7198339032731,32,14,53,41,170,1,6,-2,-3,NA,NA,NA,NA,12,170,45000,"Other","Rural","Public",170
"2620",920078,2620,102,14,14,115,61,74,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,14,115,61,74,35,190,1,2,-2,-5,-2,-2,NA,NA,14,190,37000,"Other","Rural","Public",190
"2621",920083,2621,83,7,7,17,14,53,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,17,14,53,131,0,0,2,-2,-2,2,2,3,-2,12,80,12000,"Other","Rural","Public",0
"2622",920087,2622,87,14,16,12,6,41,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,16,12,6,41,28,155,1,4,-2,2,-2,-2,-2,-2,14,155,42000,"Catholic","Urban","Public",155
"2623",920093,2623,111,7,7,47,NA,NA,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,7,7,47,30.2687787429739,60.4144098109351,37,165,1,4,-2,NA,2,0,NA,NA,18,165,60000,"Catholic","Urban","Catholic",165
"2624",920096,2624,92,7,10,41,27,62,FALSE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,41,27,62,167,75,0,1,NA,6,NA,NA,3,-2,12,75,NA,"Catholic","Rural","Public",75
"2625",920099,2625,106,NA,NA,54,NA,NA,FALSE,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,10.4034575115656,10.7198339032731,54,30.2687787429739,60.4144098109351,15,200,0,6,-2,15,-2,-2,3,-2,16,200,4000,"Other","Rural","Public",200
"2626",920105,2626,97,7,7,121,15,54,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,121,15,54,67,165,1,2,50,300,1,1,NA,NA,12,165,25000,"Other","Rural","Public",165
"2627",920108,2627,96,7,12,27,39,68,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,12,27,39,68,10,40,1,4,NA,NA,NA,NA,NA,NA,12,40,NA,"Other","Urban","Public",40
"2628",920121,2628,104,13,7,27,44,69,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,7,27,44,69,68,175,1,2,-2,-2,1,1,3,-2,12,175,28000,"Other","Rural","Public",175
"2629",920123,2629,87,7,14,32,19,58,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,14,32,19,58,121,120,0,1,40,-2,1,0,3,-2,12,120,38000,"Other","Rural","Public",120
"2630",920129,2630,106,12,7,58,10,49,FALSE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,7,58,10,49,138,113.2699966,0,1,NA,NA,NA,NA,NA,NA,12,163.269989013672,NA,"Catholic","Rural","Public",0
"2631",920156,2631,107,13,12,11,19,57,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,12,11,19,57,105,70,0,2,-2,8,-2,-2,NA,NA,12,140,0,"Other","Urban","Public",70
"2632",920157,2632,94,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,10.4034575115656,10.7198339032731,62.953509995351,30.2687787429739,60.4144098109351,130,NA,1,-3,8,NA,1,1,NA,NA,12,NA,15000,"Catholic","Rural","Public",NA
"2633",920159,2633,107,16,16,79,72,78,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,16,79,72,78,119,200,1,3,6,5,2,1,3,-2,16,200,56000,"Catholic","Rural","Public",200
"2634",920182,2634,97,10,10,138,37,67,FALSE,FALSE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,10,138,37,67,67,120,1,1,31,NA,-2,-2,NA,NA,12,420,300000,"Catholic","Urban","Public",120
"2635",920186,2635,109,12,12,58,33,65,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,58,33,65,166,200,0,3,NA,NA,NA,NA,NA,NA,16,200,NA,"Other","Urban","Public",200
"2636",920187,2636,99,10,7,59,43,69,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,7,59,43,69,150,140,1,4,12,3,1,1,1,1,13,140,65000,"Catholic","Urban","Catholic",140
"2637",920201,2637,96,7,7,18,14,53,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,18,14,53,34,130,1,1,12,-2,-2,-2,-2,-2,17,130,53174,"Catholic","Rural","Public",130
"2638",920205,2638,106,7,7,20,22,60,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,20,22,60,19,120,1,1,4,NA,-2,-2,NA,NA,12,120,38000,"Other","Rural","Public",120
"2639",920224,2639,77,7,7,44,6,41,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,44,6,41,52,138,1,6,-2,4,NA,NA,NA,NA,12,138,70000,"Other","Rural","Public",138
"2640",920226,2640,115,13,12,55,16,55,FALSE,FALSE,TRUE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,12,55,16,55,136,56.24000168,0,3,60,60,2,2,3,-2,16,516.239990234375,125000,"Catholic","Urban","Public",0
"2641",920230,2641,86,NA,NA,24,14,53,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10.7198339032731,24,14,53,120,0,0,4,-2,-2,-2,-2,-2,-2,12,110,80000,"Other","Rural","Public",0
"2642",920232,2642,93,16,16,NA,NA,NA,FALSE,FALSE,TRUE,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,16,16,62.953509995351,30.2687787429739,60.4144098109351,130,85.12000275,1,2,-2,NA,NA,NA,NA,NA,16,359.47998046875,50000,"Catholic","Rural","Catholic",0
"2643",920242,2643,121,7,10,17,19,58,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,17,19,58,116,NA,1,-3,-2,-2,-2,-2,-2,-2,12,NA,34000,"Other","Rural","Public",NA
"2644",920244,2644,102,13,14,47,50,71,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,14,47,50,71,178,230,0,2,1,3,1,1,3,-2,16,400,60000,"Other","Rural","Public",230
"2645",920257,2645,109,13,7,66,NA,NA,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,13,7,66,30.2687787429739,60.4144098109351,73,240,0,2,NA,NA,NA,NA,NA,NA,18,240,NA,"Other","Urban","Public",240
"2646",920259,2646,94,7,12,24,9,47,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12,24,9,47,10,150,1,4,8,12,-2,-2,-2,-2,12,188.029998779297,60000,"Catholic","Rural","Public",150
"2647",920271,2647,82,10,12,55,7,43,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,12,55,7,43,144,160,1,2,4,NA,-2,-2,NA,NA,12,160,35000,"Catholic","Rural","Public",160
"2648",920274,2648,93,10,10,65,19,58,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,10,65,19,58,67,170,0,4,-2,-2,-2,-2,-2,-2,12,170,26280,"Other","Urban","Public",170
"2649",920299,2649,93,7,13,NA,NA,NA,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,7,13,62.953509995351,30.2687787429739,60.4144098109351,54,60,0,1,-2,-2,1,0,1,-3,12,60,25000,"Catholic","Rural","Public",60
"2650",920302,2650,101,10,10,30,44,69,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,30,44,69,53,97.98999786,1,1,-2,40,-2,-2,-2,-2,12,257.989990234375,75000,"Other","Rural","Public",0
"2651",920303,2651,109,10,7,20,6,41,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,7,20,6,41,30,105,0,3,24,NA,2,2,NA,NA,12,105,0,"Other","Rural","Public",105
"2652",920304,2652,93,10,12,94,NA,NA,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10,12,94,30.2687787429739,60.4144098109351,154,140,1,5,20,60,2,1,3,-2,14,165,60000,"Other","Urban","Public",140
"2653",920311,2653,106,16,12,95,68,77,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,12,95,68,77,38,0,0,1,15,30,-2,-2,-2,-2,18,0,12000,"Catholic","Urban","Catholic",0
"2654",920313,2654,94,NA,NA,65,39,68,FALSE,FALSE,TRUE,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,10.4034575115656,10.7198339032731,65,39,68,82,120,1,1,-2,-2,-2,-2,-2,-2,15,120,0,"Catholic","Rural","Public",120
"2655",920317,2655,93,10,7,39,14,53,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,7,39,14,53,32,123,0,4,-2,-2,-2,-2,-2,-2,16,135,19500,"Other","Rural","Public",123
"2656",920318,2656,129,7,7,26,14,53,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,26,14,53,97,180,1,5,4,150,1,1,1,1.5,12,180,44000,"Other","Rural","Public",180
"2657",920335,2657,98,7,7,20,14,53,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,20,14,53,18,90,1,2,1,-2,-3,-3,1,0.25,12,90,25000,"Other","Urban","Public",90
"2658",920358,2658,118,13,12,63,78,80,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,12,63,78,80,128,250,0,1,-2,-2,2,2,3,-2,18,250,65000,"Other","Urban","Public",250
"2659",920369,2659,88,13,7,43,NA,NA,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,13,7,43,30.2687787429739,60.4144098109351,73,119,0,1,15,40,1,0,3,-2,18,134,90000,"Catholic","Rural","Public",119
"2660",920375,2660,111,12,12,92,15,54,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,92,15,54,122,NA,1,-3,40,NA,-2,-2,NA,NA,18,NA,50000,"Other","Urban","Public",NA
"2661",920381,2661,115,12,12,81,66,76,FALSE,FALSE,TRUE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12,12,81,66,76,43,230,1,1,12,10,-3,-3,-2,-2,16,230,115000,"Catholic","Urban","Public",230
"2662",920385,2662,86,10,10,104,16,55,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,10,104,16,55,143,180,1,1,-2,12,-2,-2,-2,-2,14,180,55000,"Catholic","Rural","Catholic",180
"2663",920398,2663,123,14,16,90,90,86,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14,16,90,90,86,80,365,1,1,-2,-2,-2,-2,-2,-2,14,365,205000,"Other","Urban","Public",365
"2664",920399,2664,103,14,16,49,NA,NA,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,14,16,49,30.2687787429739,60.4144098109351,104,155,0,1,NA,NA,NA,NA,NA,NA,16,155,NA,"Catholic","Rural","Public",155
"2665",920402,2665,123,12,12,47,48,70,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,47,48,70,124,132,0,2,NA,-2,NA,NA,NA,NA,14,132,NA,"Other","Rural","Public",132
"2666",920415,2666,127,13,13,157,64,75,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13,13,157,64,75,151,253.4900055,1,5,4,3,-2,-2,-2,-2,15,265.080017089844,100000,"Other","Urban","Public",0
"2667",920417,2667,94,16,16,113,93,89,FALSE,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,16,113,93,89,93,300,0,2,NA,NA,NA,NA,NA,NA,19,800,NA,"Catholic","Rural","Catholic",300
"2668",920418,2668,102,13,7,31,17,56,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,7,31,17,56,162,119,0,3,-2,-2,-2,-2,-2,-2,12,119,30000,"Other","Rural","Public",119
"2669",920445,2669,92,10,7,72,6,41,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,7,72,6,41,66,350,1,2,15,45,-2,-2,-2,-2,12,410.269989013672,90000,"Other","Urban","Public",350
"2670",920457,2670,101,10,12,95,6,41,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,12,95,6,41,89,138,1,1,6,7,-2,-2,3,-2,12,138,60000,"Other","Urban","Public",138
"2671",920459,2671,94,10,12,34,33,65,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,12,34,33,65,64,230,0,1,60,NA,1,1,NA,NA,12,230,30000,"Catholic","Rural","Public",230
"2672",920467,2672,73,7,7,122,9,47,FALSE,FALSE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7,7,122,9,47,36,127,1,1,10,6,2,2,NA,NA,14,127,42000,"Catholic","Urban","Catholic",127
"2673",920480,2673,88,7,10,50,NA,NA,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,7,10,50,30.2687787429739,60.4144098109351,173,60,1,3,9,30,-2,-2,-2,-2,12,60,28000,"Other","Urban","Public",60
"2674",920482,2674,94,7,10,54,16,56,FALSE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,10,54,16,56,109,157,1,1,-2,14,-2,-2,-2,-2,17,157,45000,"Catholic","Rural","Public",157
"2675",920485,2675,109,16,13,45,65,75,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,13,45,65,75,166,440,1,4,48,100,2,2,3,-2,12,850.280029296875,300000,"Other","Rural","Public",440
"2676",920489,2676,91,NA,NA,66,NA,NA,FALSE,FALSE,TRUE,8,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,10.4034575115656,10.7198339032731,66,30.2687787429739,60.4144098109351,23,249,0,3,40,30,1,1,3,-2,12,279,40000,"Catholic","Urban","Public",249
"2677",920494,2677,97,7,7,35,14,53,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,7,35,14,53,33,159.0599976,0,1,3,1,2,1,3,-2,12,369.059997558594,85000,"Catholic","Rural","Public",0
"2678",920500,2678,115,12,12,53,16,55,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,12,53,16,55,136,100,0,2,2,NA,NA,NA,NA,NA,12,100,26000,"Catholic","Rural","Public",100
